tempus_interval_time,C_forecast_electricity_price_current_hh [$/MWh],C_forecast_electricity_price_next_hh [$/MWh],C_minute
2018-05-24 23:05:00,86.08,125.53,5
2018-05-24 23:10:00,86.08,125.53,10
2018-05-24 23:15:00,86.08,125.53,15
2018-05-24 23:20:00,86.08,125.53,20
2018-05-24 23:25:00,86.08,125.53,25
2018-05-24 23:30:00,125.53,84.91,30
2018-05-24 23:35:00,125.53,84.91,35
2018-05-24 23:40:00,125.53,84.91,40
2018-05-24 23:45:00,125.53,84.91,45
2018-05-24 23:50:00,125.53,84.91,50
2018-05-24 23:55:00,125.53,84.91,55
2018-05-25 00:00:00,84.91,79.62,0
2018-05-25 00:05:00,84.91,79.62,5
2018-05-25 00:10:00,84.91,79.62,10
2018-05-25 00:15:00,84.91,79.62,15
2018-05-25 00:20:00,84.91,79.62,20
2018-05-25 00:25:00,84.91,79.62,25
2018-05-25 00:30:00,79.62,68.4,30
2018-05-25 00:35:00,79.62,68.4,35
2018-05-25 00:40:00,79.62,68.4,40
2018-05-25 00:45:00,79.62,68.4,45
2018-05-25 00:50:00,79.62,68.4,50
2018-05-25 00:55:00,79.62,68.4,55
2018-05-25 01:00:00,68.4,64.86,0
2018-05-25 01:05:00,68.4,64.86,5
2018-05-25 01:10:00,68.4,64.86,10
2018-05-25 01:15:00,68.4,64.86,15
2018-05-25 01:20:00,68.4,64.86,20
2018-05-25 01:25:00,68.4,64.86,25
2018-05-25 01:30:00,64.86,55.74,30
2018-05-25 01:35:00,64.86,55.74,35
2018-05-25 01:40:00,64.86,55.74,40
2018-05-25 01:45:00,64.86,55.74,45
2018-05-25 01:50:00,64.86,55.74,50
2018-05-25 01:55:00,64.86,55.74,55
2018-05-25 02:00:00,55.74,55.5,0
2018-05-25 02:05:00,55.74,55.5,5
2018-05-25 02:10:00,55.74,55.5,10
2018-05-25 02:15:00,55.74,55.5,15
2018-05-25 02:20:00,55.74,55.5,20
2018-05-25 02:25:00,55.74,55.5,25
2018-05-25 02:30:00,55.5,54.28,30
2018-05-25 02:35:00,55.5,54.28,35
2018-05-25 02:40:00,55.5,54.28,40
2018-05-25 02:45:00,55.5,54.28,45
2018-05-25 02:50:00,55.5,54.28,50
2018-05-25 02:55:00,55.5,54.28,55
2018-05-25 03:00:00,54.28,53.22,0
2018-05-25 03:05:00,54.28,53.22,5
2018-05-25 03:10:00,54.28,53.22,10
2018-05-25 03:15:00,54.28,53.22,15
2018-05-25 03:20:00,54.28,53.22,20
2018-05-25 03:25:00,54.28,53.22,25
2018-05-25 03:30:00,53.22,54.36,30
2018-05-25 03:35:00,53.22,54.36,35
2018-05-25 03:40:00,53.22,54.36,40
2018-05-25 03:45:00,53.22,54.36,45
2018-05-25 03:50:00,53.22,54.36,50
2018-05-25 03:55:00,53.22,54.36,55
2018-05-25 04:00:00,54.36,56.26,0
2018-05-25 04:05:00,54.36,56.26,5
2018-05-25 04:10:00,54.36,56.26,10
2018-05-25 04:15:00,54.36,56.26,15
2018-05-25 04:20:00,54.36,56.26,20
2018-05-25 04:25:00,54.36,56.26,25
2018-05-25 04:30:00,56.26,56.46,30
2018-05-25 04:35:00,56.26,56.46,35
2018-05-25 04:40:00,56.26,56.46,40
2018-05-25 04:45:00,56.26,56.46,45
2018-05-25 04:50:00,56.26,56.46,50
2018-05-25 04:55:00,56.26,56.46,55
2018-05-25 05:00:00,56.46,63.7,0
2018-05-25 05:05:00,56.46,63.7,5
2018-05-25 05:10:00,56.46,63.7,10
2018-05-25 05:15:00,56.46,63.7,15
2018-05-25 05:20:00,56.46,63.7,20
2018-05-25 05:25:00,56.46,63.7,25
2018-05-25 05:30:00,63.7,87.55,30
2018-05-25 05:35:00,63.7,87.55,35
2018-05-25 05:40:00,63.7,87.55,40
2018-05-25 05:45:00,63.7,87.55,45
2018-05-25 05:50:00,63.7,87.55,50
2018-05-25 05:55:00,63.7,87.55,55
2018-05-25 06:00:00,87.55,156.69,0
2018-05-25 06:05:00,87.55,156.69,5
2018-05-25 06:10:00,87.55,156.69,10
2018-05-25 06:15:00,87.55,156.69,15
2018-05-25 06:20:00,87.55,156.69,20
2018-05-25 06:25:00,87.55,156.69,25
2018-05-25 06:30:00,156.69,88.57,30
2018-05-25 06:35:00,156.69,88.57,35
2018-05-25 06:40:00,156.69,88.57,40
2018-05-25 06:45:00,156.69,88.57,45
2018-05-25 06:50:00,156.69,88.57,50
2018-05-25 06:55:00,156.69,88.57,55
2018-05-25 07:00:00,88.57,108.83,0
2018-05-25 07:05:00,88.57,108.83,5
2018-05-25 07:10:00,88.57,108.83,10
2018-05-25 07:15:00,88.57,108.83,15
2018-05-25 07:20:00,88.57,108.83,20
2018-05-25 07:25:00,88.57,108.83,25
2018-05-25 07:30:00,108.83,94.5,30
2018-05-25 07:35:00,108.83,94.5,35
2018-05-25 07:40:00,108.83,94.5,40
2018-05-25 07:45:00,108.83,94.5,45
2018-05-25 07:50:00,108.83,94.5,50
2018-05-25 07:55:00,108.83,94.5,55
2018-05-25 08:00:00,94.5,92.66,0
2018-05-25 08:05:00,94.5,92.66,5
2018-05-25 08:10:00,94.5,92.66,10
2018-05-25 08:15:00,94.5,92.66,15
2018-05-25 08:20:00,94.5,92.66,20
2018-05-25 08:25:00,94.5,92.66,25
2018-05-25 08:30:00,92.66,91.88,30
2018-05-25 08:35:00,92.66,91.88,35
2018-05-25 08:40:00,92.66,91.88,40
2018-05-25 08:45:00,92.66,91.88,45
2018-05-25 08:50:00,92.66,91.88,50
2018-05-25 08:55:00,92.66,91.88,55
2018-05-25 09:00:00,91.88,87.14,0
2018-05-25 09:05:00,91.88,87.14,5
2018-05-25 09:10:00,91.88,87.14,10
2018-05-25 09:15:00,91.88,87.14,15
2018-05-25 09:20:00,91.88,87.14,20
2018-05-25 09:25:00,91.88,87.14,25
2018-05-25 09:30:00,87.14,82.05,30
2018-05-25 09:35:00,87.14,82.05,35
2018-05-25 09:40:00,87.14,82.05,40
2018-05-25 09:45:00,87.14,82.05,45
2018-05-25 09:50:00,87.14,82.05,50
2018-05-25 09:55:00,87.14,82.05,55
2018-05-25 10:00:00,82.05,84.22,0
2018-05-25 10:05:00,82.05,84.22,5
2018-05-25 10:10:00,82.05,84.22,10
2018-05-25 10:15:00,82.05,84.22,15
2018-05-25 10:20:00,82.05,84.22,20
2018-05-25 10:25:00,82.05,84.22,25
2018-05-25 10:30:00,84.22,77.82,30
2018-05-25 10:35:00,84.22,77.82,35
2018-05-25 10:40:00,84.22,77.82,40
2018-05-25 10:45:00,84.22,77.82,45
2018-05-25 10:50:00,84.22,77.82,50
2018-05-25 10:55:00,84.22,77.82,55
2018-05-25 11:00:00,77.82,82.89,0
2018-05-25 11:05:00,77.82,82.89,5
2018-05-25 11:10:00,77.82,82.89,10
2018-05-25 11:15:00,77.82,82.89,15
2018-05-25 11:20:00,77.82,82.89,20
2018-05-25 11:25:00,77.82,82.89,25
2018-05-25 11:30:00,82.89,84.22,30
2018-05-25 11:35:00,82.89,84.22,35
2018-05-25 11:40:00,82.89,84.22,40
2018-05-25 11:45:00,82.89,84.22,45
2018-05-25 11:50:00,82.89,84.22,50
2018-05-25 11:55:00,82.89,84.22,55
2018-05-25 12:00:00,84.22,89.26,0
2018-05-25 12:05:00,84.22,89.26,5
2018-05-25 12:10:00,84.22,89.26,10
2018-05-25 12:15:00,84.22,89.26,15
2018-05-25 12:20:00,84.22,89.26,20
2018-05-25 12:25:00,84.22,89.26,25
2018-05-25 12:30:00,89.26,86.96,30
2018-05-25 12:35:00,89.26,86.96,35
2018-05-25 12:40:00,89.26,86.96,40
2018-05-25 12:45:00,89.26,86.96,45
2018-05-25 12:50:00,89.26,86.96,50
2018-05-25 12:55:00,89.26,86.96,55
2018-05-25 13:00:00,86.96,82.93,0
2018-05-25 13:05:00,86.96,82.93,5
2018-05-25 13:10:00,86.96,82.93,10
2018-05-25 13:15:00,86.96,82.93,15
2018-05-25 13:20:00,86.96,82.93,20
2018-05-25 13:25:00,86.96,82.93,25
2018-05-25 13:30:00,82.93,89.77,30
2018-05-25 13:35:00,82.93,89.77,35
2018-05-25 13:40:00,82.93,89.77,40
2018-05-25 13:45:00,82.93,89.77,45
2018-05-25 13:50:00,82.93,89.77,50
2018-05-25 13:55:00,82.93,89.77,55
2018-05-25 14:00:00,89.77,94.17,0
2018-05-25 14:05:00,89.77,94.17,5
2018-05-25 14:10:00,89.77,94.17,10
2018-05-25 14:15:00,89.77,94.17,15
2018-05-25 14:20:00,89.77,94.17,20
2018-05-25 14:25:00,89.77,94.17,25
2018-05-25 14:30:00,94.17,106.57,30
2018-05-25 14:35:00,94.17,106.57,35
2018-05-25 14:40:00,94.17,106.57,40
2018-05-25 14:45:00,94.17,106.57,45
2018-05-25 14:50:00,94.17,106.57,50
2018-05-25 14:55:00,94.17,106.57,55
2018-05-25 15:00:00,106.57,116.57,0
2018-05-25 15:05:00,106.57,116.57,5
2018-05-25 15:10:00,106.57,116.57,10
2018-05-25 15:15:00,106.57,116.57,15
2018-05-25 15:20:00,106.57,116.57,20
2018-05-25 15:25:00,106.57,116.57,25
2018-05-25 15:30:00,116.57,123.45,30
2018-05-25 15:35:00,116.57,123.45,35
2018-05-25 15:40:00,116.57,123.45,40
2018-05-25 15:45:00,116.57,123.45,45
2018-05-25 15:50:00,116.57,123.45,50
2018-05-25 15:55:00,116.57,123.45,55
2018-05-25 16:00:00,123.45,162.13,0
2018-05-25 16:05:00,123.45,162.13,5
2018-05-25 16:10:00,123.45,162.13,10
2018-05-25 16:15:00,123.45,162.13,15
2018-05-25 16:20:00,123.45,162.13,20
2018-05-25 16:25:00,123.45,162.13,25
2018-05-25 16:30:00,162.13,139.73,30
2018-05-25 16:35:00,162.13,139.73,35
2018-05-25 16:40:00,162.13,139.73,40
2018-05-25 16:45:00,162.13,139.73,45
2018-05-25 16:50:00,162.13,139.73,50
2018-05-25 16:55:00,162.13,139.73,55
2018-05-25 17:00:00,139.73,154.3,0
2018-05-25 17:05:00,139.73,154.3,5
2018-05-25 17:10:00,139.73,154.3,10
2018-05-25 17:15:00,139.73,154.3,15
2018-05-25 17:20:00,139.73,154.3,20
2018-05-25 17:25:00,139.73,154.3,25
2018-05-25 17:30:00,154.3,138.69,30
2018-05-25 17:35:00,154.3,138.69,35
2018-05-25 17:40:00,154.3,138.69,40
2018-05-25 17:45:00,154.3,138.69,45
2018-05-25 17:50:00,154.3,138.69,50
2018-05-25 17:55:00,154.3,138.69,55
2018-05-25 18:00:00,138.69,116.57,0
2018-05-25 18:05:00,138.69,116.57,5
2018-05-25 18:10:00,138.69,116.57,10
2018-05-25 18:15:00,138.69,116.57,15
2018-05-25 18:20:00,138.69,116.57,20
2018-05-25 18:25:00,138.69,116.57,25
2018-05-25 18:30:00,116.57,103.46,30
2018-05-25 18:35:00,116.57,103.46,35
2018-05-25 18:40:00,116.57,103.46,40
2018-05-25 18:45:00,116.57,103.46,45
2018-05-25 18:50:00,116.57,103.46,50
2018-05-25 18:55:00,116.57,103.46,55
2018-05-25 19:00:00,103.46,109.17,0
2018-05-25 19:05:00,103.46,109.17,5
2018-05-25 19:10:00,103.46,109.17,10
2018-05-25 19:15:00,103.46,109.17,15
2018-05-25 19:20:00,103.46,109.17,20
2018-05-25 19:25:00,103.46,109.17,25
2018-05-25 19:30:00,109.17,104.68,30
2018-05-25 19:35:00,109.17,104.68,35
2018-05-25 19:40:00,109.17,104.68,40
2018-05-25 19:45:00,109.17,104.68,45
2018-05-25 19:50:00,109.17,104.68,50
2018-05-25 19:55:00,109.17,104.68,55
2018-05-25 20:00:00,104.68,95.59,0
2018-05-25 20:05:00,104.68,95.59,5
2018-05-25 20:10:00,104.68,95.59,10
2018-05-25 20:15:00,104.68,95.59,15
2018-05-25 20:20:00,104.68,95.59,20
2018-05-25 20:25:00,104.68,95.59,25
2018-05-25 20:30:00,95.59,91.25,30
2018-05-25 20:35:00,95.59,91.25,35
2018-05-25 20:40:00,95.59,91.25,40
2018-05-25 20:45:00,95.59,91.25,45
2018-05-25 20:50:00,95.59,91.25,50
2018-05-25 20:55:00,95.59,91.25,55
2018-05-25 21:00:00,91.25,84.81,0
2018-05-25 21:05:00,91.25,84.81,5
2018-05-25 21:10:00,91.25,84.81,10
2018-05-25 21:15:00,91.25,84.81,15
2018-05-25 21:20:00,91.25,84.81,20
2018-05-25 21:25:00,91.25,84.81,25
2018-05-25 21:30:00,84.81,125.26,30
2018-05-25 21:35:00,84.81,125.26,35
2018-05-25 21:40:00,84.81,125.26,40
2018-05-25 21:45:00,84.81,125.26,45
2018-05-25 21:50:00,84.81,125.26,50
2018-05-25 21:55:00,84.81,125.26,55
2018-05-25 22:00:00,125.26,78.86,0
2018-05-25 22:05:00,125.26,78.86,5
2018-05-25 22:10:00,125.26,78.86,10
2018-05-25 22:15:00,125.26,78.86,15
2018-05-25 22:20:00,125.26,78.86,20
2018-05-25 22:25:00,125.26,78.86,25
2018-05-25 22:30:00,78.86,80.96,30
2018-05-25 22:35:00,78.86,80.96,35
2018-05-25 22:40:00,78.86,80.96,40
2018-05-25 22:45:00,78.86,80.96,45
2018-05-25 22:50:00,78.86,80.96,50
2018-05-25 22:55:00,78.86,80.96,55
2018-05-25 23:00:00,80.96,83.15,0
2018-05-25 23:05:00,80.96,83.15,5
2018-05-25 23:10:00,80.96,83.15,10
2018-05-25 23:15:00,80.96,83.15,15
2018-05-25 23:20:00,80.96,83.15,20
2018-05-25 23:25:00,80.96,83.15,25
2018-05-25 23:30:00,83.15,86.84,30
2018-05-25 23:35:00,83.15,86.84,35
2018-05-25 23:40:00,83.15,86.84,40
2018-05-25 23:45:00,83.15,86.84,45
2018-05-25 23:50:00,83.15,86.84,50
2018-05-25 23:55:00,83.15,86.84,55
2018-05-26 00:00:00,86.84,78.87,0
2018-05-26 00:05:00,86.84,78.87,5
2018-05-26 00:10:00,86.84,78.87,10
2018-05-26 00:15:00,86.84,78.87,15
2018-05-26 00:20:00,86.84,78.87,20
2018-05-26 00:25:00,86.84,78.87,25
2018-05-26 00:30:00,78.87,67.97,30
2018-05-26 00:35:00,78.87,67.97,35
2018-05-26 00:40:00,78.87,67.97,40
2018-05-26 00:45:00,78.87,67.97,45
2018-05-26 00:50:00,78.87,67.97,50
2018-05-26 00:55:00,78.87,67.97,55
2018-05-26 01:00:00,67.97,63.31,0
2018-05-26 01:05:00,67.97,63.31,5
2018-05-26 01:10:00,67.97,63.31,10
2018-05-26 01:15:00,67.97,63.31,15
2018-05-26 01:20:00,67.97,63.31,20
2018-05-26 01:25:00,67.97,63.31,25
2018-05-26 01:30:00,63.31,48.15,30
2018-05-26 01:35:00,63.31,48.15,35
2018-05-26 01:40:00,63.31,48.15,40
2018-05-26 01:45:00,63.31,48.15,45
2018-05-26 01:50:00,63.31,48.15,50
2018-05-26 01:55:00,63.31,48.15,55
2018-05-26 02:00:00,48.15,50.63,0
2018-05-26 02:05:00,48.15,50.63,5
2018-05-26 02:10:00,48.15,50.63,10
2018-05-26 02:15:00,48.15,50.63,15
2018-05-26 02:20:00,48.15,50.63,20
2018-05-26 02:25:00,48.15,50.63,25
2018-05-26 02:30:00,50.63,42.2,30
2018-05-26 02:35:00,50.63,42.2,35
2018-05-26 02:40:00,50.63,42.2,40
2018-05-26 02:45:00,50.63,42.2,45
2018-05-26 02:50:00,50.63,42.2,50
2018-05-26 02:55:00,50.63,42.2,55
2018-05-26 03:00:00,42.2,44.16,0
2018-05-26 03:05:00,42.2,44.16,5
2018-05-26 03:10:00,42.2,44.16,10
2018-05-26 03:15:00,42.2,44.16,15
2018-05-26 03:20:00,42.2,44.16,20
2018-05-26 03:25:00,42.2,44.16,25
2018-05-26 03:30:00,44.16,47.69,30
2018-05-26 03:35:00,44.16,47.69,35
2018-05-26 03:40:00,44.16,47.69,40
2018-05-26 03:45:00,44.16,47.69,45
2018-05-26 03:50:00,44.16,47.69,50
2018-05-26 03:55:00,44.16,47.69,55
2018-05-26 04:00:00,47.69,50.5,0
2018-05-26 04:05:00,47.69,50.5,5
2018-05-26 04:10:00,47.69,50.5,10
2018-05-26 04:15:00,47.69,50.5,15
2018-05-26 04:20:00,47.69,50.5,20
2018-05-26 04:25:00,47.69,50.5,25
2018-05-26 04:30:00,50.5,51.26,30
2018-05-26 04:35:00,50.5,51.26,35
2018-05-26 04:40:00,50.5,51.26,40
2018-05-26 04:45:00,50.5,51.26,45
2018-05-26 04:50:00,50.5,51.26,50
2018-05-26 04:55:00,50.5,51.26,55
2018-05-26 05:00:00,51.26,53.47,0
2018-05-26 05:05:00,51.26,53.47,5
2018-05-26 05:10:00,51.26,53.47,10
2018-05-26 05:15:00,51.26,53.47,15
2018-05-26 05:20:00,51.26,53.47,20
2018-05-26 05:25:00,51.26,53.47,25
2018-05-26 05:30:00,53.47,58.56,30
2018-05-26 05:35:00,53.47,58.56,35
2018-05-26 05:40:00,53.47,58.56,40
2018-05-26 05:45:00,53.47,58.56,45
2018-05-26 05:50:00,53.47,58.56,50
2018-05-26 05:55:00,53.47,58.56,55
2018-05-26 06:00:00,58.56,72.63,0
2018-05-26 06:05:00,58.56,72.63,5
2018-05-26 06:10:00,58.56,72.63,10
2018-05-26 06:15:00,58.56,72.63,15
2018-05-26 06:20:00,58.56,72.63,20
2018-05-26 06:25:00,58.56,72.63,25
2018-05-26 06:30:00,72.63,78.82,30
2018-05-26 06:35:00,72.63,78.82,35
2018-05-26 06:40:00,72.63,78.82,40
2018-05-26 06:45:00,72.63,78.82,45
2018-05-26 06:50:00,72.63,78.82,50
2018-05-26 06:55:00,72.63,78.82,55
2018-05-26 07:00:00,78.82,88.23,0
2018-05-26 07:05:00,78.82,88.23,5
2018-05-26 07:10:00,78.82,88.23,10
2018-05-26 07:15:00,78.82,88.23,15
2018-05-26 07:20:00,78.82,88.23,20
2018-05-26 07:25:00,78.82,88.23,25
2018-05-26 07:30:00,88.23,160.88,30
2018-05-26 07:35:00,88.23,160.88,35
2018-05-26 07:40:00,88.23,160.88,40
2018-05-26 07:45:00,88.23,160.88,45
2018-05-26 07:50:00,88.23,160.88,50
2018-05-26 07:55:00,88.23,160.88,55
2018-05-26 08:00:00,160.88,81.74,0
2018-05-26 08:05:00,160.88,81.74,5
2018-05-26 08:10:00,160.88,81.74,10
2018-05-26 08:15:00,160.88,81.74,15
2018-05-26 08:20:00,160.88,81.74,20
2018-05-26 08:25:00,160.88,81.74,25
2018-05-26 08:30:00,81.74,79.37,30
2018-05-26 08:35:00,81.74,79.37,35
2018-05-26 08:40:00,81.74,79.37,40
2018-05-26 08:45:00,81.74,79.37,45
2018-05-26 08:50:00,81.74,79.37,50
2018-05-26 08:55:00,81.74,79.37,55
2018-05-26 09:00:00,79.37,61.15,0
2018-05-26 09:05:00,79.37,61.15,5
2018-05-26 09:10:00,79.37,61.15,10
2018-05-26 09:15:00,79.37,61.15,15
2018-05-26 09:20:00,79.37,61.15,20
2018-05-26 09:25:00,79.37,61.15,25
2018-05-26 09:30:00,61.15,57.08,30
2018-05-26 09:35:00,61.15,57.08,35
2018-05-26 09:40:00,61.15,57.08,40
2018-05-26 09:45:00,61.15,57.08,45
2018-05-26 09:50:00,61.15,57.08,50
2018-05-26 09:55:00,61.15,57.08,55
2018-05-26 10:00:00,57.08,54.66,0
2018-05-26 10:05:00,57.08,54.66,5
2018-05-26 10:10:00,57.08,54.66,10
2018-05-26 10:15:00,57.08,54.66,15
2018-05-26 10:20:00,57.08,54.66,20
2018-05-26 10:25:00,57.08,54.66,25
2018-05-26 10:30:00,54.66,53.61,30
2018-05-26 10:35:00,54.66,53.61,35
2018-05-26 10:40:00,54.66,53.61,40
2018-05-26 10:45:00,54.66,53.61,45
2018-05-26 10:50:00,54.66,53.61,50
2018-05-26 10:55:00,54.66,53.61,55
2018-05-26 11:00:00,53.61,55.7,0
2018-05-26 11:05:00,53.61,55.7,5
2018-05-26 11:10:00,53.61,55.7,10
2018-05-26 11:15:00,53.61,55.7,15
2018-05-26 11:20:00,53.61,55.7,20
2018-05-26 11:25:00,53.61,55.7,25
2018-05-26 11:30:00,55.7,54.06,30
2018-05-26 11:35:00,55.7,54.06,35
2018-05-26 11:40:00,55.7,54.06,40
2018-05-26 11:45:00,55.7,54.06,45
2018-05-26 11:50:00,55.7,54.06,50
2018-05-26 11:55:00,55.7,54.06,55
2018-05-26 12:00:00,54.06,56.96,0
2018-05-26 12:05:00,54.06,56.96,5
2018-05-26 12:10:00,54.06,56.96,10
2018-05-26 12:15:00,54.06,56.96,15
2018-05-26 12:20:00,54.06,56.96,20
2018-05-26 12:25:00,54.06,56.96,25
2018-05-26 12:30:00,56.96,55.2,30
2018-05-26 12:35:00,56.96,55.2,35
2018-05-26 12:40:00,56.96,55.2,40
2018-05-26 12:45:00,56.96,55.2,45
2018-05-26 12:50:00,56.96,55.2,50
2018-05-26 12:55:00,56.96,55.2,55
2018-05-26 13:00:00,55.2,57.02,0
2018-05-26 13:05:00,55.2,57.02,5
2018-05-26 13:10:00,55.2,57.02,10
2018-05-26 13:15:00,55.2,57.02,15
2018-05-26 13:20:00,55.2,57.02,20
2018-05-26 13:25:00,55.2,57.02,25
2018-05-26 13:30:00,57.02,58.85,30
2018-05-26 13:35:00,57.02,58.85,35
2018-05-26 13:40:00,57.02,58.85,40
2018-05-26 13:45:00,57.02,58.85,45
2018-05-26 13:50:00,57.02,58.85,50
2018-05-26 13:55:00,57.02,58.85,55
2018-05-26 14:00:00,58.85,60.86,0
2018-05-26 14:05:00,58.85,60.86,5
2018-05-26 14:10:00,58.85,60.86,10
2018-05-26 14:15:00,58.85,60.86,15
2018-05-26 14:20:00,58.85,60.86,20
2018-05-26 14:25:00,58.85,60.86,25
2018-05-26 14:30:00,60.86,64.42,30
2018-05-26 14:35:00,60.86,64.42,35
2018-05-26 14:40:00,60.86,64.42,40
2018-05-26 14:45:00,60.86,64.42,45
2018-05-26 14:50:00,60.86,64.42,50
2018-05-26 14:55:00,60.86,64.42,55
2018-05-26 15:00:00,64.42,70.59,0
2018-05-26 15:05:00,64.42,70.59,5
2018-05-26 15:10:00,64.42,70.59,10
2018-05-26 15:15:00,64.42,70.59,15
2018-05-26 15:20:00,64.42,70.59,20
2018-05-26 15:25:00,64.42,70.59,25
2018-05-26 15:30:00,70.59,74.47,30
2018-05-26 15:35:00,70.59,74.47,35
2018-05-26 15:40:00,70.59,74.47,40
2018-05-26 15:45:00,70.59,74.47,45
2018-05-26 15:50:00,70.59,74.47,50
2018-05-26 15:55:00,70.59,74.47,55
2018-05-26 16:00:00,74.47,86.1,0
2018-05-26 16:05:00,74.47,86.1,5
2018-05-26 16:10:00,74.47,86.1,10
2018-05-26 16:15:00,74.47,86.1,15
2018-05-26 16:20:00,74.47,86.1,20
2018-05-26 16:25:00,74.47,86.1,25
2018-05-26 16:30:00,86.1,112.75,30
2018-05-26 16:35:00,86.1,112.75,35
2018-05-26 16:40:00,86.1,112.75,40
